,symbol,datetime,close,high,low,open,volume,change_in_price,down_days,up_days,RSI,low_14,high_14,k_percent,r_percent,MACD,MACD_EMA,Price_Rate_Of_Change,On Balance Volume
0,BSESN,2003-07-14,3720.75,3726.560059,3704.629883,3704.629883,21200.0,,,,,,,,,0.0,0.0,,0.0
1,BSESN,2003-07-15,3686.340088,3733.879883,3657.179932,3719.169922,22800.0,-34.40991199999962,34.40991199999962,0.0,0.0,,,,,-0.7720172564099812,-0.42889847578332285,,-22800.0
2,BSESN,2003-07-16,3721.649902,3729.02002,3662.699951,3702.139893,18400.0,35.309813999999726,0.0,35.309813999999726,54.2129155905034,,,,,0.1112519993857859,-0.20752533022221273,,-4400.0
3,BSESN,2003-07-17,3668.909912,3750.0,3660.340088,3728.840088,22000.0,-52.739990000000496,52.739990000000496,0.0,28.026871126373905,,,,,-1.393903583159954,-0.6094149823013933,,-26400.0
4,BSESN,2003-07-18,3647.580078,3684.22998,3625.72998,3651.389893,22000.0,-21.329833999999664,21.329833999999664,0.0,22.871527229470317,,,,,-3.0312006178528463,-1.329841456465914,,-48400.0
5,BSESN,2003-07-21,3569.580078,3664.639893,3564.409912,3655.26001,19400.0,-78.0,78.0,0.0,12.877123108607975,,,,,-7.293787355577479,-2.9464023841026243,,-67800.0
6,BSESN,2003-07-22,3554.129883,3582.080078,3534.060059000001,3557.129883,22400.0,-15.450195000000349,15.450195000000349,0.0,11.70782503662656,,,,,-10.601712676918396,-4.8837571941194104,,-90200.0
7,BSESN,2003-07-23,3577.889893,3596.590088000001,3551.97998,3571.75,31800.0,23.76001000000042,0.0,23.76001000000042,23.959899529328112,,,,,-11.51929517699,-6.478401752722638,,-58400.0
8,BSESN,2003-07-24,3668.070068,3677.23999,3572.639893,3595.600098,44400.0,90.18017499999996,0.0,90.18017499999996,52.702989981491335,,,,,-7.5052660728629235,-6.715612504975206,,-14000.0
9,BSESN,2003-07-25,3726.459961,3737.76001,3661.689941,3685.310059,25800.0,58.38989300000003,0.0,58.38989300000003,63.11837520342527,,,,,-1.5410033324765209,-5.556199664685276,0.001534626352214019,11800.0
10,BSESN,2003-07-28,3739.76001,3775.649902,3730.070068,3745.98999,24600.0,13.300048999999944,0.0,13.300048999999944,65.13618412635363,,,,,3.499046587842713,-3.574963525730387,0.014491316787047293,36400.0
11,BSESN,2003-07-29,3764.439941,3771.350098,3694.939941,3731.850098,21800.0,24.67993099999967,0.0,24.67993099999967,68.79192632822097,,,,,8.502247138937946,-0.9812851736180715,0.01149759921721949,58200.0
12,BSESN,2003-07-30,3780.419922,3799.889893,3759.97998,3761.76001,22600.0,15.979981000000407,0.0,15.979981000000407,71.05913926298112,,,,,13.002650264310887,1.9782014094862317,0.03039322650994536,80800.0
13,BSESN,2003-07-31,3792.610107,3835.75,3785.120117,3796.530029,37000.0,12.190184999999929,0.0,12.190184999999929,72.79853946493697,3534.060059000001,3835.75,85.70058621874962,-14.299413781250381,16.908881119981288,5.101710744937044,0.03976061550361387,117800.0
14,BSESN,2003-08-01,3815.310059,3831.459961,3779.72998,3800.72998,26000.0,22.699952000000394,0.0,22.699952000000394,75.90951226856674,3534.060059000001,3835.75,93.22485166981416,-6.77514833018584,20.98607653641102,8.394436387423521,0.06884002477335649,143800.0
15,BSESN,2003-08-04,3832.5,3840.719971,3785.850098,3798.810059,19800.0,17.189940999999635,0.0,17.189940999999635,78.09818786024366,3534.060059000001,3840.719971,97.31951563333129,-2.6804843666687055,24.85861934139666,11.782642501935465,0.078323000611624,163600.0
16,BSESN,2003-08-05,3765.820068,3878.719971,3761.840088,3845.929932,26000.0,-66.67993200000001,66.67993200000001,0.0,55.521299211695066,3534.060059000001,3878.719971,67.24309991699869,-32.75690008300132,23.377021932874868,14.154937727594806,0.052525421580937426,137600.0
17,BSESN,2003-08-06,3741.659912,3798.870117,3722.080078,3754.649902,29000.0,-24.160156000000374,24.160156000000374,0.0,49.53463875803704,3534.060059000001,3878.719971,60.233246099128515,-39.766753900871485,20.43208192462862,15.433397246248845,0.02006227870126942,108600.0
18,BSESN,2003-08-07,3806.830078,3816.159912,3733.629883,3749.179932,24200.0,65.17016600000035,0.0,65.17016600000035,62.21521439515788,3534.060059000001,3878.719971,79.1417886162519,-20.858211383748106,22.10093650731369,16.78640398045867,0.0215674172917808,132800.0
19,BSESN,2003-08-08,3883.76001,3890.780029,3823.389893,3824.26001,29200.0,76.92993200000002,0.0,76.92993200000002,71.84960919631746,3534.060059000001,3890.780029,98.03206447903658,-1.9679355209634222,28.135131704358628,19.082623129602034,0.03850514461220733,162000.0
20,BSESN,2003-08-11,3893.409912,3915.899902,3842.139893,3842.139893,21800.0,9.649901999999656,0.0,9.649901999999656,72.85151865889426,3551.97998,3915.899902,93.82007176842602,-6.179928231573987,33.098534251024375,21.91190083475672,0.03426006870114651,183800.0
21,BSESN,2003-08-12,3889.409912,3938.909912,3879.350098,3907.030029,27400.0,-4.0,4.0,0.0,71.63214446940017,3572.639893,3938.909912,86.48538033903343,-13.51461966096657,36.278567081758865,24.80659314343327,0.028830127935189687,156400.0
22,BSESN,2003-08-13,3926.070068,3935.800049,3874.340088,3910.459961,25200.0,36.66015600000037,0.0,36.66015600000037,75.89822993370836,3661.689941,3938.909912,95.36835533396687,-4.631644666033129,40.805361410087244,28.0253469657228,0.035189475647305235,181600.0
23,BSESN,2003-08-14,3921.199951,3959.100098,3908.699951,3932.590088,22600.0,-4.870117000000391,4.870117000000391,0.0,74.18809546643436,3694.939941,3959.100098,85.65258764591064,-14.347412354089364,43.50478239932181,31.13592333402669,0.02775394145233756,159000.0
24,BSESN,2003-08-18,3977.72998,3985.459961,3928.169922,3932.370117,19400.0,56.530029000000006,0.0,56.530029000000006,80.1717945278658,3694.939941,3985.459961,97.33926047506125,-2.6607395249387475,49.0215622292576,34.72661636781931,0.037894319634703244,178400.0
25,BSESN,2003-08-19,4006.909912,4026.27002,3981.919922,3985.77002,24400.0,29.179932000000008,0.0,29.179932000000008,82.57735731648296,3722.080078,4026.27002,93.63552000677265,-6.364479993227342,54.790515213182516,38.75156078496295,0.06402054257681011,202800.0
26,BSESN,2003-08-20,4056.600098,4066.030029,4027.600098,4027.600098,21200.0,49.690186000000274,0.0,49.690186000000274,85.93108718276947,3722.080078,4066.030029,97.25834210105756,-2.741657898942431,62.167250018093,43.44604920811822,0.08417124843173074,224000.0
27,BSESN,2003-08-21,4095.389893,4106.709961,4073.060059,4075.169922,27000.0,38.78979500000014,0.0,38.78979500000014,88.00996623635913,3722.080078,4106.709961,97.05689326276307,-2.9431067372369375,69.96817781538402,48.760755065787365,0.07580055034964972,251000.0
28,BSESN,2003-08-22,4125.120117,4149.540039,4084.189941,4146.560059,28000.0,29.73022400000036,0.0,29.73022400000036,89.39569857649113,3722.080078,4149.540039,94.28720249193117,-5.712797508068835,77.38418346809749,54.49431299741329,0.062145989036021865,279000.0
29,BSESN,2003-08-25,4004.629883,4170.580078,3943.659912,4149.819824,34200.0,-120.49023400000078,120.49023400000078,0.0,58.031963123758956,3722.080078,4170.580078,62.99884169453737,-37.00115830546263,73.52421976297137,58.30501176710956,0.02856621149938654,244800.0
30,BSESN,2003-08-26,4152.290039,4160.02002,4021.909912,4021.909912,28800.0,147.66015600000082,0.0,147.66015600000082,71.94840267342238,3722.080078,4170.580078,95.92195340022307,-4.078046599776928,80.45707213400328,62.73981585772843,0.06758869158762004,273600.0
31,BSESN,2003-08-27,4205.560059,4222.3901369999985,4173.3598630000015,4173.3598630000015,25600.0,53.27001999999993,0.0,53.27001999999993,75.35076369663254,3733.629883,4222.3901369999985,96.55657802322072,-3.443421976779272,88.86450124720068,67.96889583960892,0.07118823305728128,299200.0
32,BSESN,2003-08-28,4212.290039,4256.069824,4179.330078,4256.069824,28600.0,6.729980000000068,0.0,6.729980000000068,75.77900989004095,3823.389893,4256.069824,89.88171582194329,-10.118284178056713,94.9076548045532,73.36006469181349,0.0742349514530023,327800.0
33,BSESN,2003-08-29,4244.72998,4277.6401369999985,4228.850098,4235.259765999999,35200.0,32.439940999999635,0.0,32.439940999999635,77.91321759943978,3842.139893,4277.6401369999985,92.44313695493624,-7.55686304506377,100.95297474345489,78.8814463752638,0.06712371159995123,363000.0
34,BSESN,2003-09-01,4324.759765999999,4329.569824,4248.069824,4248.069824,24800.0,80.02978599999916,0.0,80.02978599999916,82.34217503255569,3874.340088,4329.569824,98.94337789919749,-1.056622100802513,110.50696771311414,85.20911745116585,0.07932543056386021,387800.0
35,BSESN,2003-09-02,4339.200195,4358.299805,4291.959961,4341.72998,31200.0,14.440429000001133,0.0,14.440429000001133,83.04982671402875,3874.340088,4358.299805,96.05347111978759,-3.9465288802124237,117.7938447752922,91.72817847224489,0.06966427307915546,419000.0
36,BSESN,2003-09-03,4257.939941,4367.870117,4248.8598630000015,4361.870117,28800.0,-81.2602540000007,81.2602540000007,0.0,65.90144132548188,3908.699951,4367.870117,76.05894630358003,-23.94105369641996,116.00210673428,96.5842248263634,0.03969098235990587,390200.0
37,BSESN,2003-09-04,4310.509765999999,4328.370117,4257.410156,4276.399902,33000.0,52.56982499999958,0.0,52.56982499999958,70.45521644393887,3928.169922,4367.870117,86.95466782769994,-13.045332172300068,117.25351813029374,100.7189422343578,0.04494163654434957,423200.0
38,BSESN,2003-09-05,4369.169922,4371.97998,4314.680176,4314.680176,30800.0,58.66015600000082,0.0,58.66015600000082,74.7899623161155,3943.659912,4371.97998,99.3439350126364,-0.6560649873636148,121.35158262925415,104.846156064358,0.09102964559783766,454000.0
39,BSESN,2003-09-08,4434.25,4444.620117,4399.6098630000015,4399.6098630000015,25200.0,65.08007799999996,0.0,65.08007799999996,78.77616554378939,3943.659912,4444.620117,97.92995194099292,-2.070048059007079,128.13771984121013,109.50508809801735,0.06790468834106411,479200.0
40,BSESN,2003-09-09,4425.200195,4473.569824,4398.089844,4458.6401369999985,30400.0,-9.049804999999651,9.049804999999651,0.0,76.82704309513642,3943.659912,4473.569824,90.87210336990266,-9.127896630097343,131.28630527866335,113.86179481866996,0.05222613229121875,448800.0
41,BSESN,2003-09-10,4434.259765999999,4438.22998,4378.649902,4410.120117,26600.0,9.059570999998867,0.0,9.059570999998867,77.47092174929149,3943.659912,4473.569824,92.58174698947678,-7.418253010523217,132.94229364338207,117.67821924909697,0.05269573674767525,475400.0
42,BSESN,2003-09-11,4393.129883,4463.379883,4381.089844,4423.709961,25800.0,-41.12988299999961,41.12988299999961,0.0,67.62754824789127,3943.659912,4473.569824,84.82007239751339,-15.179927602486615,129.54498460035848,120.05173385238271,0.034960976010068645,449600.0
43,BSESN,2003-09-12,4305.910156,4437.0,4297.709961,4407.720215,26600.0,-87.2197269999997,87.2197269999997,0.0,51.588930935464056,4021.909912,4473.569824,62.87922316205026,-37.12077683794975,118.66087773517211,119.77354748303398,-0.0043585334261082576,423000.0
44,BSESN,2003-09-15,4193.830078,4310.169922,4184.1098630000015,4310.169922,33800.0,-112.08007799999996,112.08007799999996,0.0,38.16750494327319,4173.3598630000015,4473.569824,6.818632843431385,-93.18136715656861,100.09770545558877,115.83820766932139,-0.03350159256710683,389200.0
45,BSESN,2003-09-16,4274.75,4290.069824,4134.689941,4195.100098,40400.0,80.91992200000004,0.0,80.91992200000004,49.18137567403527,4134.689941,4473.569824,41.3302960801601,-58.6697039198399,90.69722449174242,110.8098358206191,0.003947932388180364,429600.0
46,BSESN,2003-09-17,4235.350098,4330.850098,4222.600098,4299.370117,32200.0,-39.39990200000011,39.39990200000011,0.0,44.7074319171631,4134.689941,4473.569824,29.70378651836353,-70.29621348163647,79.232864521583,104.49426550840649,-0.0174363757606667,397400.0
47,BSESN,2003-09-18,4134.149902,4251.540039,4126.220215,4243.009765999999,33600.0,-101.20019599999979,101.20019599999979,0.0,35.21372302910227,4126.220215,4473.569824,2.282912315009928,-97.71708768499006,61.461222657439976,95.88746500014807,-0.05379054241324144,363800.0
48,BSESN,2003-09-19,4217.120117,4224.72998,4097.549805,4159.720215,35400.0,82.97021500000028,0.0,82.97021500000028,46.05117000670719,4097.549805,4473.569824,31.798921854743213,-68.20107814525679,53.31722794066809,87.37326568986056,-0.04896654067767936,399200.0
49,BSESN,2003-09-22,4151.720215,4237.419922,4141.799805,4230.910156,24600.0,-65.39990200000011,65.39990200000011,0.0,39.970075902280236,4097.549805,4473.569824,14.40625691793302,-85.59374308206698,41.215246780399866,78.1415301482359,-0.061800589340342826,374600.0
50,BSESN,2003-09-23,4231.689941,4240.02002,4111.540039,4138.009765999999,25200.0,79.96972599999934,0.0,79.96972599999934,49.397800129435915,4097.549805,4473.569824,35.6736687468759,-64.3263312531241,37.52790900646505,70.01871317370745,-0.04568289538497905,399800.0
51,BSESN,2003-09-24,4356.3901369999985,4366.830078,4229.870117,4249.930176,30400.0,124.70019599999979,0.0,124.70019599999979,60.546296312975514,4097.549805,4473.569824,68.83684881681752,-31.16315118318248,43.98975657864321,64.81287430255689,-0.008363000179478441,430200.0
52,BSESN,2003-09-25,4297.149902,4360.720215,4285.009765999999,4347.22998,31000.0,-59.240234999999295,59.240234999999295,0.0,54.02224908633235,4097.549805,4473.569824,53.08230597158716,-46.91769402841284,43.89715682610131,60.62970023868706,-0.002034472082004024,399200.0
53,BSESN,2003-09-26,4382.569824,4388.830078,4299.660156,4299.660156,24800.0,85.41992200000004,0.0,85.41992200000004,61.011850922406175,4097.549805,4473.569824,75.79916084201892,-24.200839157981076,50.03817183423598,58.511382174095566,0.04500414716134826,424000.0
54,BSESN,2003-09-29,4402.049805,4426.299805,4385.540039,4392.870117,31600.0,19.479980999999498,0.0,19.479980999999498,62.511468118489304,4097.549805,4463.379883,83.23536480781114,-16.764635192188862,55.81006441454156,57.97111609546554,0.029779473653430033,455600.0
55,BSESN,2003-09-30,4453.240234000001,4456.410156,4413.720215,4428.160156,30400.0,51.19042900000113,0.0,51.19042900000113,66.426962267671,4097.549805,4463.379883,97.22831729544151,-2.771682704558488,63.72667157900105,59.12223149900667,0.05144560212457816,486000.0
