,symbol,datetime,close,high,low,open,volume,change_in_price,down_days,up_days,RSI,low_14,high_14,k_percent,r_percent,MACD,MACD_EMA,Price_Rate_Of_Change,On Balance Volume
56,BSESN,2003-10-01,4455.080078,4487.049805,4432.930176,4452.069824,26400.0,1.8398439999991751,0.0,1.8398439999991751,66.57175337263632,4097.549805,4487.049805,91.7921111681644,-8.207888831835607,69.34557009537366,61.16690533830652,0.07762906125990776,512400.0
57,BSESN,2003-10-03,4552.919922,4556.8901369999985,4465.439941,4465.439941,33000.0,97.83984400000007,0.0,97.83984400000007,73.56671122297072,4097.549805,4556.8901369999985,99.13567028118086,-0.8643297188191328,80.67689140419861,65.06891189493439,0.07962775441143544,545400.0
58,BSESN,2003-10-06,4631.3901369999985,4637.27002,4552.3901369999985,4567.680176,26400.0,78.47021499999937,0.0,78.47021499999937,77.85500134959089,4097.549805,4637.27002,98.91056832103251,-1.089431678967486,94.83027176841551,71.02119527194029,0.11553522327130095,571800.0
59,BSESN,2003-10-07,4632.939941,4688.330078,4601.160156,4644.8598630000015,33400.0,1.549804000000222,0.0,1.549804000000222,77.93657047785395,4097.549805,4688.330078,90.62424059646956,-9.375759403530438,104.95785715609964,77.80853805034468,0.09482027407357263,605200.0
60,BSESN,2003-10-08,4634.8598630000015,4667.490234000001,4586.959961,4646.629883,28800.0,1.919922000000952,0.0,1.919922000000952,78.05212775519374,4097.549805,4688.330078,90.94922131904049,-9.050778680959517,111.84573658720456,84.61598610362368,0.06392212755117699,634000.0
61,BSESN,2003-10-09,4698.680176,4710.279785,4643.319824,4643.319824,25400.0,63.82031299999925,0.0,63.82031299999925,81.72358548139243,4097.549805,4710.279785,98.10689710335377,-1.8931028966462309,121.0164400160711,91.89608402641242,0.09344106748827108,659400.0
62,BSESN,2003-10-10,4768.899902,4780.77002,4730.310059,4735.089844,33200.0,70.21972600000026,0.0,70.21972600000026,84.9250585325637,4111.540039,4780.77002,98.22630211780667,-1.7736978821933307,132.38077520792467,99.99302861588298,0.08815149410383927,692600.0
63,BSESN,2003-10-13,4849.27002,4859.930176,4786.689941,4787.75,29600.0,80.3701179999998,0.0,80.3701179999998,87.75724260798034,4111.540039,4859.930176,98.57558838993626,-1.4244116100637392,146.14141372996892,109.22271143226597,0.10159362906163216,722200.0
64,BSESN,2003-10-14,4782.029785,4900.919922,4765.350098,4866.120117,37600.0,-67.24023500000021,67.24023500000021,0.0,74.2847479648806,4229.870117,4900.919922,82.28296378090738,-17.71703621909262,149.92411975664163,117.36299718493323,0.07383153248498187,684600.0
65,BSESN,2003-10-15,4855.259765999999,4867.910156,4738.720215,4790.540039,31800.0,73.2299809999995,0.0,73.2299809999995,78.4434026969349,4285.009765999999,4900.919922,92.58655575733017,-7.413444242669829,156.98533807523563,125.28746854652735,0.08982547585983025,716400.0
66,BSESN,2003-10-16,4887.319824,4921.649902,4865.259765999999,4887.040039,39200.0,32.060058000000936,0.0,32.060058000000936,80.0714293805921,4299.660156,4921.649902,94.4806038651319,-5.5193961348681055,163.27048012421074,132.88407330351868,0.0734473497730892,755600.0
67,BSESN,2003-10-17,4930.529785,4949.22998,4901.589844,4912.27002,35400.0,43.20996099999957,0.0,43.20996099999957,82.16601097262735,4385.540039,4949.22998,96.68253881436561,-3.317461185634384,169.76214402377263,140.25968934391474,0.06458960250620782,791000.0
68,BSESN,2003-10-20,4851.669922,4951.1098630000015,4838.700195,4951.1098630000015,31000.0,-78.85986299999969,78.85986299999969,0.0,67.2758223771848,4413.720215,4951.1098630000015,81.49574682540197,-18.50425317459804,166.64991533592274,145.5377356279475,0.047211918087759264,760000.0
69,BSESN,2003-10-21,4755.720215,4880.660156,4727.430176,4868.0,39400.0,-95.94970699999978,95.94970699999978,0.0,53.631211765567656,4432.930176,4951.1098630000015,62.29307074323803,-37.70692925676197,154.6896858543223,147.36812597441406,0.026076376756247743,720600.0
70,BSESN,2003-10-22,4741.200195,4801.700195,4705.410156,4772.839844,34000.0,-14.520019999999931,14.520019999999931,0.0,51.796882801311355,4465.439941,4951.1098630000015,56.77935600055538,-43.22064399944461,142.40193572484714,146.37488779375042,0.009049353734945642,686600.0
71,BSESN,2003-10-23,4648.410156,4755.939941,4634.899902,4744.47998,31000.0,-92.79003900000043,92.79003900000043,0.0,41.36476994458118,4552.3901369999985,4951.1098630000015,24.08208391475487,-75.91791608524512,123.7764068757424,141.8551911341692,-0.025265731819925308,655600.0
72,BSESN,2003-10-24,4757.370117,4772.069824,4599.6098630000015,4654.27002,38400.0,108.95996100000048,0.0,108.95996100000048,53.93522717768247,4586.959961,4951.1098630000015,46.79670516566552,-53.20329483433448,116.43572154476533,136.77129678797115,-0.018951285991700595,694000.0
73,BSESN,2003-10-27,4698.279785,4814.319824,4689.089844,4802.069824,31400.0,-59.090332000000664,59.090332000000664,0.0,47.555649152424685,4586.959961,4951.1098630000015,30.569780024271314,-69.43021997572869,104.65810966351,130.34865893019398,-0.01751348355518456,662600.0
74,BSESN,2003-10-28,4707.799805,4748.189941,4666.189941,4710.220215,34600.0,9.520019999999931,0.0,9.520019999999931,48.68399342970135,4599.6098630000015,4951.1098630000015,30.77949985775196,-69.22050014224803,94.99498410862452,123.27792358462678,-0.030371178496487405,697200.0
75,BSESN,2003-10-29,4744.100098,4747.589844,4684.419922,4732.790039,34200.0,36.300293000000245,0.0,36.300293000000245,53.121479378074795,4599.6098630000015,4951.1098630000015,41.10675248933098,-58.89324751066902,89.22938971566964,116.46821651709243,-0.02930434904151269,731400.0
76,BSESN,2003-10-30,4780.52002,4805.720215,4735.77002,4751.830078,42200.0,36.419922000000035,0.0,36.419922000000035,57.387276692543004,4599.6098630000015,4951.1098630000015,51.46803897581748,-48.53196102418252,86.59315551277177,110.4932041100382,-0.030424674739085833,773600.0
77,BSESN,2003-10-31,4906.870117,4913.180176,4779.089844,4787.049805,32200.0,126.35009700000046,0.0,126.35009700000046,68.76494115994794,4599.6098630000015,4951.1098630000015,87.41401251778062,-12.585987482219377,93.59667440681278,107.11389807610068,0.011377566051988364,805800.0
78,BSESN,2003-11-03,5063.029785,5068.660156,4946.930176,4946.930176,40800.0,156.1596679999993,0.0,156.1596679999993,77.37841109063878,4599.6098630000015,5068.660156,98.79962317814814,-1.2003768218518551,110.4473073397312,107.78057994355083,0.06461893385374418,846600.0
79,BSESN,2003-11-04,5097.839844,5135.0,5055.569824,5096.160156,44200.0,34.810059000000365,0.0,34.810059000000365,78.87665427217254,4599.6098630000015,5135.0,93.05923784696093,-6.940762153039069,125.16137179525322,111.25673837530971,0.07522138579512139,890800.0
80,BSESN,2003-11-05,5064.910156,5127.790039,5021.970215,5116.8598630000015,36400.0,-32.92968800000017,32.92968800000017,0.0,73.55893507600537,4599.6098630000015,5135.0,86.90864116534888,-13.091358834651128,132.64036543047405,115.53346384679311,0.08960052706674282,854400.0
81,BSESN,2003-11-06,5047.540039,5118.080078,5030.040039,5080.049805,34000.0,-17.370116999999482,17.370116999999482,0.0,70.65951843214782,4599.6098630000015,5135.0,83.66425622069316,-16.33574377930683,135.60454977274003,119.54768107737453,0.060993766485206935,820400.0
82,BSESN,2003-11-07,4971.569824,5092.700195,4965.5,5071.200195,25200.0,-75.97021500000028,75.97021500000028,0.0,58.936306229227796,4599.6098630000015,5135.0,69.4745635555105,-30.525436444489507,130.33029477346827,121.70420383610175,0.05816810652114035,795200.0
83,BSESN,2003-11-10,4998.569824,5017.899902,4909.660156,4962.220215,34200.0,27.0,0.0,27.0,61.55217551901743,4599.6098630000015,5135.0,74.51761499297096,-25.48238500702904,126.86325837787808,122.73601475192423,0.061763462985656936,829400.0
84,BSESN,2003-11-11,5030.6401369999985,5039.200195,4988.879883,4998.790039,29000.0,32.07031299999926,0.0,32.07031299999926,64.63937897455105,4599.6098630000015,5135.0,80.50769788461722,-19.492302115382785,125.2558063309616,123.23997307064944,0.06039923970423744,858400.0
85,BSESN,2003-11-12,5005.77002,5059.97998,4998.259765999999,5040.549805,27200.0,-24.870116999999482,24.870116999999482,0.0,60.306466649616745,4599.6098630000015,5135.0,75.86246531844488,-24.137534681555113,120.587243359485,122.70942712595924,0.047118304924492316,831200.0
86,BSESN,2003-11-13,4949.160156,5053.060059,4941.490234000001,5051.709961,33400.0,-56.609864000000016,56.609864000000016,0.0,51.27867176145147,4666.189941,5135.0,60.359245619343696,-39.64075438065631,111.04442274092526,120.37642624030785,0.008618536458400383,797800.0
87,BSESN,2003-11-14,4865.830078,4961.370117,4854.160156,4948.77002,32600.0,-83.33007799999996,83.33007799999996,0.0,40.883656835786134,4666.189941,5135.0,42.58443972508707,-57.41556027491293,95.66193147124795,115.43352727184377,-0.038948952578599094,765200.0
88,BSESN,2003-11-17,4940.22998,4959.959961,4882.970215,4907.02002,23400.0,74.39990200000011,0.0,74.39990200000011,51.096502171115354,4684.419922,5135.0,56.77349498794308,-43.22650501205692,88.44913002427529,110.03664780953181,-0.030916990102288544,788600.0
89,BSESN,2003-11-18,4891.129883,4981.47998,4875.459961,4956.419922,26800.0,-49.10009700000046,49.10009700000046,0.0,45.1561282281972,4735.77002,5135.0,38.91487883750606,-61.08512116249395,77.87677968361731,103.60467417214657,-0.03431063289328762,761800.0
90,BSESN,2003-11-19,4823.72998,4868.430176,4800.669922,4868.430176,31400.0,-67.39990299999954,67.39990299999954,0.0,38.134122238661284,4779.089844,5135.0,12.542529412956677,-87.45747058704332,63.333992434821994,95.55053781245782,-0.04434042271497085,730400.0
91,BSESN,2003-11-20,4771.22998,4878.810059,4763.529785,4840.799805,28800.0,-52.5,52.5,0.0,33.45793804829111,4763.529785,5135.0,2.07289701544452,-97.92710298455548,47.03357981100271,85.84714620038525,-0.040297099526364843,701600.0
92,BSESN,2003-11-21,4838.540039,4851.669922,4736.700195,4770.75,29600.0,67.31005900000036,0.0,67.31005900000036,43.675430200203984,4736.700195,5135.0,25.568640185500513,-74.43135981449949,39.092241568971986,76.49616526501967,-0.03201511444966454,731200.0
93,BSESN,2003-11-24,4822.149902,4858.430176,4803.799805,4852.120117,20600.0,-16.390137000000323,16.390137000000323,0.0,41.869119695474964,4736.700195,5127.790039,21.849124519837886,-78.15087548016211,31.118306480506362,67.42059350106467,-0.04144407656325233,710600.0
94,BSESN,2003-11-25,4894.589844,4900.209961,4843.459961,4845.100098,22200.0,72.43994199999997,0.0,72.43994199999997,51.994081943612564,4736.700195,5118.080078,41.39957455490643,-58.60042544509357,30.291411457015784,59.9947570876386,-0.02221040430459087,732800.0
95,BSESN,2003-11-27,4989.040039,5000.410156,4907.379883,4907.379883,38800.0,94.45019500000036,0.0,94.45019500000036,61.96149806081557,4736.700195,5092.700195,70.88197865168542,-29.11802134831458,36.82849096087921,55.3615038599825,0.008057909169024047,771600.0
96,BSESN,2003-11-28,5044.819824,5050.560059,4991.240234000001,4995.149902,30800.0,55.77978499999973,0.0,55.77978499999973,66.676294829623,4736.700195,5059.97998,95.31051531725068,-4.689484682749319,45.97766743247212,53.48473657373374,0.03678503834510605,802400.0
97,BSESN,2003-12-01,5160.850098,5166.560059,5082.819824,5086.8598630000015,51200.0,116.03027399999974,0.0,116.03027399999974,74.31692231392357,4736.700195,5166.560059,98.67166919310232,-1.3283308068976813,61.873193479191286,55.16242795535924,0.044657863883494686,853600.0
98,BSESN,2003-12-02,5186.080078,5204.569824,5123.799805,5187.72998,33400.0,25.229980000000072,0.0,25.229980000000072,75.71401421359069,4736.700195,5204.569824,96.04809868947484,-3.9519013105251597,75.63344937682359,59.256632240694614,0.06030307966777837,887000.0
99,BSESN,2003-12-03,5221.899902,5246.740234000001,5178.220215,5194.160156,25400.0,35.819824000000146,0.0,35.819824000000146,77.70109655670866,4736.700195,5246.740234000001,95.12972902113658,-4.870270978863416,88.40845380993869,65.08699655573109,0.08254399057386719,912400.0
100,BSESN,2003-12-04,5225.899902,5252.209961,5174.8598630000015,5229.180176,32200.0,4.0,0.0,4.0,77.93373071942,4736.700195,5252.209961,94.8963025076814,-5.103697492318602,97.72870509796849,71.61533826524246,0.09529406964365195,944600.0
101,BSESN,2003-12-05,5131.720215,5263.1098630000015,5125.069824,5245.75,31400.0,-94.17968699999984,94.17968699999984,0.0,60.72333801151131,4736.700195,5263.1098630000015,75.04041890051288,-24.959581099487128,96.40688867387325,76.57364834761503,0.06059269400209244,913200.0
102,BSESN,2003-12-08,5131.540039,5163.009765999999,5089.569824,5144.950195,29400.0,-0.18017599999984668,0.18017599999984668,0.0,60.69375128621839,4736.700195,5263.1098630000015,75.00619156561524,-24.993808434384754,94.25819992488869,80.11055866343865,0.06416020722866378,883800.0
103,BSESN,2003-12-09,5229.339844,5232.490234000001,5143.189941,5143.189941,21600.0,97.79980499999964,0.0,97.79980499999964,69.88400389964458,4736.700195,5263.1098630000015,93.58484065683966,-6.415159343160343,99.29981217460136,83.94840936599141,0.0683918388811171,905400.0
104,BSESN,2003-12-10,5285.540039,5300.790039,5220.600098,5234.720215,29000.0,56.200195000000356,0.0,56.200195000000356,73.92620437326745,4736.700195,5300.790039,97.2965299478074,-2.7034700521926074,106.6000220213009,88.47873189735571,0.059430270689796005,934400.0
105,BSESN,2003-12-11,5299.959961,5317.410156,5253.810059,5306.620117,25600.0,14.419921999999133,0.0,14.419921999999133,74.92269777169582,4736.700195,5317.410156,96.99502399270875,-3.0049760072912477,112.25467324875808,93.2339201678901,0.05057467776870972,960000.0
106,BSESN,2003-12-12,5315.810059,5343.910156,5283.75,5321.490234000001,26400.0,15.850098000000797,0.0,15.850098000000797,76.08203897226186,4803.799805,5343.910156,94.79734151586375,-5.202658484136242,116.6697182828284,97.92107979107801,0.03002605347131726,986400.0
