symbol,datetime,close,high,low,open,volume,change_in_price
BSESN,2003-09-01,4324.759765999999,4329.569824,4248.069824,4248.069824,24800.0,80.02978599999915
BSESN,2003-09-02,4339.200195,4358.299805,4291.959961,4341.72998,31200.0,14.440429000001131
BSESN,2003-09-03,4257.939941,4367.870117,4248.859863000001,4361.870117,28800.0,-81.26025400000071
BSESN,2003-09-04,4310.509765999999,4328.370117,4257.410156,4276.399902,33000.0,52.56982499999958
BSESN,2003-09-05,4369.169922,4371.97998,4314.680176,4314.680176,30800.0,58.660156000000825
BSESN,2003-09-08,4434.25,4444.620117,4399.609863000001,4399.609863000001,25200.0,65.08007799999996
BSESN,2003-09-09,4425.200195,4473.569824,4398.089844,4458.640136999999,30400.0,-9.049804999999651
BSESN,2003-09-10,4434.259765999999,4438.22998,4378.649902,4410.120117,26600.0,9.059570999998869
BSESN,2003-09-11,4393.129883,4463.379883,4381.089844,4423.709961,25800.0,-41.12988299999961
BSESN,2003-09-12,4305.910156,4437.0,4297.709961,4407.720215,26600.0,-87.2197269999997
BSESN,2003-09-15,4193.830078,4310.169922,4184.109863000001,4310.169922,33800.0,-112.08007799999996
BSESN,2003-09-16,4274.75,4290.069824,4134.689941,4195.100098,40400.0,80.91992200000004
BSESN,2003-09-17,4235.350098,4330.850098,4222.600098,4299.370117,32200.0,-39.39990200000011
BSESN,2003-09-18,4134.149902,4251.540039,4126.220215,4243.009765999999,33600.0,-101.20019599999978
BSESN,2003-09-19,4217.120117,4224.72998,4097.549805,4159.720215,35400.0,82.97021500000028
BSESN,2003-09-22,4151.720215,4237.419922,4141.799805,4230.910156,24600.0,-65.39990200000011
BSESN,2003-09-23,4231.689941,4240.02002,4111.540039,4138.009765999999,25200.0,79.96972599999935
BSESN,2003-09-24,4356.390136999999,4366.830078,4229.870117,4249.930176,30400.0,124.70019599999978
BSESN,2003-09-25,4297.149902,4360.720215,4285.009765999999,4347.22998,31000.0,-59.2402349999993
BSESN,2003-09-26,4382.569824,4388.830078,4299.660156,4299.660156,24800.0,85.41992200000004
BSESN,2003-09-29,4402.049805,4426.299805,4385.540039,4392.870117,31600.0,19.479980999999498
BSESN,2003-09-30,4453.240234000001,4456.410156,4413.720215,4428.160156,30400.0,51.19042900000113
BSESN,2003-10-01,4455.080078,4487.049805,4432.930176,4452.069824,26400.0,1.8398439999991751
BSESN,2003-10-03,4552.919922,4556.890136999999,4465.439941,4465.439941,33000.0,97.83984400000008
BSESN,2003-10-06,4631.390136999999,4637.27002,4552.390136999999,4567.680176,26400.0,78.47021499999937
BSESN,2003-10-07,4632.939941,4688.330078,4601.160156,4644.859863000001,33400.0,1.549804000000222
BSESN,2003-10-08,4634.859863000001,4667.490234000001,4586.959961,4646.629883,28800.0,1.9199220000009518
BSESN,2003-10-09,4698.680176,4710.279785,4643.319824,4643.319824,25400.0,63.82031299999926
BSESN,2003-10-10,4768.899902,4780.77002,4730.310059,4735.089844,33200.0,70.21972600000026
BSESN,2003-10-13,4849.27002,4859.930176,4786.689941,4787.75,29600.0,80.37011799999982
BSESN,2003-10-14,4782.029785,4900.919922,4765.350098,4866.120117,37600.0,-67.24023500000021
BSESN,2003-10-15,4855.259765999999,4867.910156,4738.720215,4790.540039,31800.0,73.2299809999995
BSESN,2003-10-16,4887.319824,4921.649902,4865.259765999999,4887.040039,39200.0,32.060058000000936
BSESN,2003-10-17,4930.529785,4949.22998,4901.589844,4912.27002,35400.0,43.209960999999566
BSESN,2003-10-20,4851.669922,4951.109863000001,4838.700195,4951.109863000001,31000.0,-78.85986299999968
BSESN,2003-10-21,4755.720215,4880.660156,4727.430176,4868.0,39400.0,-95.94970699999976
BSESN,2003-10-22,4741.200195,4801.700195,4705.410156,4772.839844,34000.0,-14.520019999999931
BSESN,2003-10-23,4648.410156,4755.939941,4634.899902,4744.47998,31000.0,-92.79003900000043
BSESN,2003-10-24,4757.370117,4772.069824,4599.609863000001,4654.27002,38400.0,108.95996100000048
BSESN,2003-10-27,4698.279785,4814.319824,4689.089844,4802.069824,31400.0,-59.09033200000067
BSESN,2003-10-28,4707.799805,4748.189941,4666.189941,4710.220215,34600.0,9.520019999999931
BSESN,2003-10-29,4744.100098,4747.589844,4684.419922,4732.790039,34200.0,36.30029300000024
BSESN,2003-10-30,4780.52002,4805.720215,4735.77002,4751.830078,42200.0,36.41992200000004
BSESN,2003-10-31,4906.870117,4913.180176,4779.089844,4787.049805,32200.0,126.35009700000046
BSESN,2003-11-03,5063.029785,5068.660156,4946.930176,4946.930176,40800.0,156.15966799999933
BSESN,2003-11-04,5097.839844,5135.0,5055.569824,5096.160156,44200.0,34.810059000000365
BSESN,2003-11-05,5064.910156,5127.790039,5021.970215,5116.859863000001,36400.0,-32.92968800000017
BSESN,2003-11-06,5047.540039,5118.080078,5030.040039,5080.049805,34000.0,-17.370116999999482
BSESN,2003-11-07,4971.569824,5092.700195,4965.5,5071.200195,25200.0,-75.97021500000028
BSESN,2003-11-10,4998.569824,5017.899902,4909.660156,4962.220215,34200.0,27.0
BSESN,2003-11-11,5030.640136999999,5039.200195,4988.879883,4998.790039,29000.0,32.07031299999926
BSESN,2003-11-12,5005.77002,5059.97998,4998.259765999999,5040.549805,27200.0,-24.870116999999482
BSESN,2003-11-13,4949.160156,5053.060059,4941.490234000001,5051.709961,33400.0,-56.609864000000016
BSESN,2003-11-14,4865.830078,4961.370117,4854.160156,4948.77002,32600.0,-83.33007799999996
BSESN,2003-11-17,4940.22998,4959.959961,4882.970215,4907.02002,23400.0,74.39990200000011
BSESN,2003-11-18,4891.129883,4981.47998,4875.459961,4956.419922,26800.0,-49.10009700000046
BSESN,2003-11-19,4823.72998,4868.430176,4800.669922,4868.430176,31400.0,-67.39990299999954
BSESN,2003-11-20,4771.22998,4878.810059,4763.529785,4840.799805,28800.0,-52.5
BSESN,2003-11-21,4838.540039,4851.669922,4736.700195,4770.75,29600.0,67.31005900000036
BSESN,2003-11-24,4822.149902,4858.430176,4803.799805,4852.120117,20600.0,-16.390137000000323
BSESN,2003-11-25,4894.589844,4900.209961,4843.459961,4845.100098,22200.0,72.43994199999997
BSESN,2003-11-27,4989.040039,5000.410156,4907.379883,4907.379883,38800.0,94.45019500000035
BSESN,2003-11-28,5044.819824,5050.560059,4991.240234000001,4995.149902,30800.0,55.77978499999972
BSESN,2003-12-01,5160.850098,5166.560059,5082.819824,5086.859863000001,51200.0,116.03027399999974
BSESN,2003-12-02,5186.080078,5204.569824,5123.799805,5187.72998,33400.0,25.22998000000007
BSESN,2003-12-03,5221.899902,5246.740234000001,5178.220215,5194.160156,25400.0,35.81982400000015
BSESN,2003-12-04,5225.899902,5252.209961,5174.859863000001,5229.180176,32200.0,4.0
BSESN,2003-12-05,5131.720215,5263.109863000001,5125.069824,5245.75,31400.0,-94.17968699999983
BSESN,2003-12-08,5131.540039,5163.009765999999,5089.569824,5144.950195,29400.0,-0.18017599999984668
BSESN,2003-12-09,5229.339844,5232.490234000001,5143.189941,5143.189941,21600.0,97.79980499999965
BSESN,2003-12-10,5285.540039,5300.790039,5220.600098,5234.720215,29000.0,56.20019500000035
BSESN,2003-12-11,5299.959961,5317.410156,5253.810059,5306.620117,25600.0,14.419921999999133
BSESN,2003-12-12,5315.810059,5343.910156,5283.75,5321.490234000001,26400.0,15.850098000000798
BSESN,2003-12-15,5390.879883,5399.080078,5351.029785,5366.930176,24400.0,75.06982399999924
BSESN,2003-12-16,5437.049805,5445.0,5351.209961,5374.149902,30800.0,46.16992200000004
BSESN,2003-12-17,5418.22998,5457.879883,5401.089844,5437.259765999999,23600.0,-18.819824999999582
BSESN,2003-12-18,5455.0,5466.299805,5407.459961,5432.459961,30800.0,36.77001999999993
BSESN,2003-12-19,5541.350098,5555.680176,5486.629883,5486.629883,33000.0,86.35009799999989
BSESN,2003-12-22,5577.959961,5590.450195,5543.97998,5547.680176,29200.0,36.60986299999968
BSESN,2003-12-23,5564.330078,5616.25,5550.52002,5590.009765999999,29000.0,-13.629882999999609
BSESN,2003-12-24,5641.919922,5648.240234000001,5560.22998,5566.049805,30800.0,77.58984400000008
BSESN,2003-12-26,5699.240234000001,5705.299805,5650.740234000001,5650.740234000001,24400.0,57.32031200000074
BSESN,2003-12-29,5797.330078,5814.259765999999,5725.439941,5725.439941,18800.0,98.08984399999918
BSESN,2003-12-30,5791.850098,5920.759765999999,5762.600098,5852.700195,34200.0,-5.479980000000069
BSESN,2003-12-31,5838.959961,5876.549805,5801.52002,5812.379883,28200.0,47.10986299999968
BSESN,2004-01-02,6026.589844,6034.379883,5944.22998,5944.22998,31400.0,187.62988300000052
BSESN,2004-01-05,6039.0,6078.109863000001,5964.649902,6050.47998,33600.0,12.410155999999915
BSESN,2004-01-06,5943.640136999999,6121.200195,5916.330078,6068.680176,37600.0,-95.35986300000059
BSESN,2004-01-07,5957.02002,5985.299805,5870.549805,5970.350098,36200.0,13.379883000000518
BSESN,2004-01-08,6108.540039,6118.620117,5992.100098,5992.100098,31600.0,151.5200190000005
BSESN,2004-01-09,6119.589844,6249.600098,6096.680176,6241.589844,45200.0,11.049804999999651
BSESN,2004-01-12,6067.759765999999,6152.220215,6037.299805,6152.220215,31600.0,-51.83007800000087
BSESN,2004-01-13,6132.970215,6147.740234000001,6011.569824,6084.649902,33200.0,65.21044900000106
BSESN,2004-01-14,6194.109863000001,6215.02002,6162.180176,6162.180176,35600.0,61.13964800000031
BSESN,2004-01-15,6063.910156,6248.810059,6045.299805,6219.810059,38000.0,-130.19970700000067
BSESN,2004-01-16,5946.189941,6072.029785,5914.02002,6068.660156,47800.0,-117.72021500000028
BSESN,2004-01-19,6064.100098,6076.970215,5870.990234000001,5967.390136999999,36200.0,117.91015700000025
BSESN,2004-01-20,5922.109863000001,6130.089844,5899.709961,6099.939941,41000.0,-141.9902349999993
BSESN,2004-01-21,5758.189941,5962.359863000001,5728.319824,5927.419922,43200.0,-163.91992200000095
BSESN,2004-01-22,5593.740234000001,5852.959961,5567.680176,5793.830078,51000.0,-164.44970699999885
BSESN,2004-01-23,5816.640136999999,5832.740234000001,5596.569824,5646.330078,37600.0,222.89990299999863
BSESN,2004-01-27,5993.060059,6005.540039,5791.740234000001,5854.350098,45200.0,176.41992200000095
BSESN,2004-01-28,5876.049805,6030.549805,5815.200195,5980.879883,47800.0,-117.01025400000071
BSESN,2004-01-29,5802.75,5921.720215,5774.310059,5865.209961,45000.0,-73.29980499999965
BSESN,2004-01-30,5695.669922,5854.290039,5685.640136999999,5841.209961,38800.0,-107.08007799999996
BSESN,2004-02-03,5620.97998,5715.459961,5550.169922,5715.459961,39600.0,-74.68994199999997
BSESN,2004-02-04,5756.759765999999,5769.790039,5574.680176,5633.149902,41800.0,135.77978599999915
BSESN,2004-02-05,5720.629883,5820.450195,5648.140136999999,5756.299805,44600.0,-36.12988299999961
BSESN,2004-02-06,5786.350098,5800.939941,5683.609863000001,5710.129883,37800.0,65.72021500000028
BSESN,2004-02-09,5926.220215,5935.680176,5807.72998,5810.209961,30400.0,139.8701170000004
BSESN,2004-02-10,5932.52002,5972.939941,5866.620117,5937.459961,44400.0,6.299804999999651
BSESN,2004-02-11,5949.779785,5958.910156,5905.22998,5936.410156,37200.0,17.25976499999979
BSESN,2004-02-12,5936.959961,5986.410156,5886.97998,5973.709961,37600.0,-12.819824000000153
BSESN,2004-02-13,6011.660156,6017.009765999999,5922.379883,5936.649902,32800.0,74.70019500000035
BSESN,2004-02-16,6012.350098,6063.910156,6001.569824,6025.850098,30800.0,0.6899419999999736
BSESN,2004-02-17,6035.799805,6058.990234000001,5999.129883,6018.950195,30800.0,23.449706999999762
BSESN,2004-02-18,6027.02002,6082.799805,6018.810059,6060.140136999999,31200.0,-8.77978499999972
BSESN,2004-02-19,5855.100098,6041.359863000001,5845.069824,6041.359863000001,40400.0,-171.91992200000004
BSESN,2004-02-20,5850.720215,5893.620117,5770.870117,5847.970215,41000.0,-4.379882999999609
BSESN,2004-02-23,5698.040039,5875.22998,5680.359863000001,5869.609863000001,28600.0,-152.68017599999985
BSESN,2004-02-24,5734.439941,5748.149902,5606.839844,5686.810059,42400.0,36.3999019999992
BSESN,2004-02-25,5618.149902,5746.790039,5606.859863000001,5746.790039,33800.0,-116.29003899999952
BSESN,2004-02-26,5567.120117,5723.310059,5556.310059,5639.830078,34400.0,-51.02978499999972
BSESN,2004-02-27,5667.509765999999,5683.290039,5551.640136999999,5595.830078,41600.0,100.38964899999883
BSESN,2004-03-01,5823.169922,5831.549805,5649.299805,5649.299805,32200.0,155.66015600000082
BSESN,2004-03-03,5842.200195,5870.629883,5792.970215,5830.77002,39400.0,19.030273000000307
BSESN,2004-03-04,5815.870117,5872.75,5769.339844,5842.410156,36200.0,-26.330077999999958
BSESN,2004-03-05,5880.350098,5892.779785,5818.77002,5834.370117,37600.0,64.4799809999995
BSESN,2004-03-08,5935.189941,5951.029785,5898.569824,5899.259765999999,36400.0,54.839842999999746
BSESN,2004-03-09,5850.609863000001,5923.350098,5794.819824,5923.350098,37600.0,-84.58007799999905
BSESN,2004-03-10,5759.290039,5833.189941,5745.560059,5833.189941,35000.0,-91.31982400000015
BSESN,2004-03-11,5649.859863000001,5763.709961,5634.399902,5737.689941,36200.0,-109.43017599999985
BSESN,2004-03-12,5700.399902,5735.939941,5570.810059,5632.129883,38400.0,50.540038999999524
BSESN,2004-03-15,5520.660156,5764.200195,5505.97998,5745.060059,38400.0,-179.7397460000002
BSESN,2004-03-16,5525.089844,5551.919922,5434.970215,5471.169922,40800.0,4.429688000000169
BSESN,2004-03-17,5535.689941,5560.149902,5482.629883,5545.830078,33400.0,10.60009699999955
BSESN,2004-03-18,5414.939941,5540.680176,5399.049805,5539.720215,36000.0,-120.75
BSESN,2004-03-19,5443.439941,5496.680176,5386.620117,5410.47998,30600.0,28.5
BSESN,2004-03-22,5365.399902,5446.879883,5347.049805,5446.879883,25400.0,-78.04003899999952
BSESN,2004-03-23,5400.990234000001,5450.379883,5324.779785,5356.970215,31800.0,35.59033200000067
BSESN,2004-03-24,5395.279785,5435.399902,5345.149902,5412.129883,26600.0,-5.710449000001063
BSESN,2004-03-25,5414.439941,5438.859863000001,5368.879883,5403.379883,27000.0,19.160155999999915
BSESN,2004-03-26,5528.939941,5552.339844,5448.290039,5448.290039,32400.0,114.5
BSESN,2004-03-29,5571.370117,5578.740234000001,5495.310059,5538.52002,27800.0,42.430176000000756
BSESN,2004-03-30,5520.439941,5608.310059,5509.580078,5595.930176,26600.0,-50.930176000000756
BSESN,2004-03-31,5590.600098,5599.600098,5493.120117,5513.120117,26200.0,70.16015700000025
BSESN,2004-04-01,5740.850098,5750.290039,5599.120117,5599.120117,28400.0,150.25
BSESN,2004-04-02,5788.080078,5799.160156,5700.600098,5762.810059,33000.0,47.22998000000007
BSESN,2004-04-05,5838.02002,5905.350098,5798.370117,5809.740234000001,24000.0,49.939941999999974
BSESN,2004-04-06,5822.419922,5897.560059,5780.939941,5886.02002,27400.0,-15.600097999999889
BSESN,2004-04-07,5815.129883,5860.669922,5774.879883,5827.069824,22800.0,-7.290039000000434
BSESN,2004-04-08,5838.450195,5864.549805,5783.740234000001,5824.370117,28600.0,23.32031200000074
BSESN,2004-04-12,5783.790039,5867.069824,5760.25,5856.439941,19800.0,-54.660155999999915
BSESN,2004-04-13,5904.52002,5920.180176,5743.580078,5823.529785,23400.0,120.7299809999995
BSESN,2004-04-15,5843.970215,5927.040039,5824.209961,5923.839844,32400.0,-60.54980499999965
BSESN,2004-04-16,5862.819824,5903.129883,5843.77002,5870.410156,23000.0,18.849608999999873
BSESN,2004-04-19,5800.540039,5895.169922,5782.370117,5875.529785,22000.0,-62.27978499999972
BSESN,2004-04-20,5804.810059,5819.919922,5765.379883,5814.879883,20800.0,4.270019999999931
BSESN,2004-04-21,5876.419922,5890.02002,5783.919922,5803.700195,21400.0,71.60986299999968
BSESN,2004-04-22,5924.180176,5947.569824,5863.600098,5888.169922,23800.0,47.760253999999804
BSESN,2004-04-23,5925.580078,5979.25,5905.580078,5941.100098,31200.0,1.399902000000111
BSESN,2004-04-27,5712.279785,5841.299805,5704.279785,5841.299805,30600.0,-213.30029300000024
BSESN,2004-04-28,5713.089844,5757.52002,5659.830078,5709.430176,26000.0,0.8100590000003649
BSESN,2004-04-29,5668.430176,5710.560059,5626.410156,5710.560059,32600.0,-44.65966800000024
BSESN,2004-04-30,5655.089844,5710.450195,5632.990234000001,5674.759765999999,25000.0,-13.340331999999762
BSESN,2004-05-03,5584.990234000001,5645.859863000001,5506.0,5645.859863000001,26800.0,-70.0996099999993
BSESN,2004-05-04,5647.149902,5677.109863000001,5616.410156,5616.410156,22800.0,62.15966799999933
BSESN,2004-05-05,5686.189941,5695.180176,5648.640136999999,5665.669922,31400.0,39.040038999999524
BSESN,2004-05-06,5757.299805,5772.640136999999,5739.259765999999,5749.97998,25000.0,71.10986400000002
BSESN,2004-05-07,5669.580078,5748.339844,5645.790039,5748.339844,22800.0,-87.7197269999997
BSESN,2004-05-10,5555.839844,5628.609863000001,5501.169922,5628.609863000001,24800.0,-113.74023399999987
BSESN,2004-05-11,5325.899902,5472.029785,5309.419922,5472.029785,33200.0,-229.93994199999997
BSESN,2004-05-12,5358.350098,5387.870117,5296.25,5296.25,28800.0,32.45019599999978
BSESN,2004-05-13,5399.470215,5487.339844,5131.029785,5234.509765999999,45200.0,41.12011700000039
BSESN,2004-05-14,5069.870117,5416.040039,5043.990234000001,5409.339844,49400.0,-329.6000979999999
BSESN,2004-05-17,4505.160156,5020.890136999999,4227.5,5020.890136999999,34000.0,-564.7099610000005
BSESN,2004-05-18,4877.02002,4949.27002,4547.700195,4547.700195,37200.0,371.859864
BSESN,2004-05-19,5006.100098,5059.890136999999,4892.459961,4941.720215,39600.0,129.08007799999996
BSESN,2004-05-20,4932.109863000001,5073.700195,4912.169922,5048.169922,37000.0,-73.9902349999993
BSESN,2004-05-21,4961.569824,4978.560059,4804.899902,4922.47998,32200.0,29.459960999999566
BSESN,2004-05-24,5123.22998,5132.899902,4993.450195,4993.450195,26600.0,161.66015599999992
BSESN,2004-05-25,5102.220215,5143.930176,4976.009765999999,5117.52002,29000.0,-21.00976499999979
BSESN,2004-05-26,5081.950195,5163.609863000001,5049.209961,5116.580078,31400.0,-20.27001999999993
BSESN,2004-05-27,5058.549805,5107.600098,5019.390136999999,5054.450195,25000.0,-23.400390000000698
BSESN,2004-05-28,4835.390136999999,5026.919922,4821.589844,5026.919922,37000.0,-223.15966800000024
BSESN,2004-05-31,4759.620117,4830.080078,4665.209961,4760.279785,35000.0,-75.77001999999902
BSESN,2004-06-01,4835.120117,4899.529785,4792.009765999999,4792.009765999999,30800.0,75.5
BSESN,2004-06-02,4923.689941,4946.149902,4846.089844,4846.089844,26400.0,88.56982399999924
BSESN,2004-06-03,4817.990234000001,5012.52002,4789.629883,4972.27002,34000.0,-105.69970699999885
BSESN,2004-06-04,4889.0,4902.27002,4759.350098,4803.310059,38400.0,71.00976599999922
BSESN,2004-06-07,4938.149902,4991.47998,4905.529785,4927.5,31800.0,49.14990200000011
BSESN,2004-06-08,4962.629883,4970.390136999999,4891.859863000001,4960.870117,31000.0,24.479980999999498
BSESN,2004-06-09,4963.75,5000.589844,4945.240234000001,4972.339844,33000.0,1.1201170000003913
BSESN,2004-06-10,4944.640136999999,4975.75,4919.939941,4954.060059,27000.0,-19.109863000000587
BSESN,2004-06-11,4832.709961,4945.859863000001,4823.100098,4931.490234000001,27600.0,-111.93017599999985
BSESN,2004-06-14,4746.009765999999,4810.419922,4725.390136999999,4810.419922,29600.0,-86.70019500000035
BSESN,2004-06-15,4814.850098,4824.029785,4696.509765999999,4696.509765999999,30000.0,68.84033200000067
BSESN,2004-06-16,4788.799805,4863.629883,4772.100098,4837.359863000001,27400.0,-26.050293000000238
BSESN,2004-06-17,4839.879883,4859.810059,4746.509765999999,4791.299805,28600.0,51.08007799999996
BSESN,2004-06-18,4769.990234000001,4828.189941,4750.72998,4822.080078,28600.0,-69.88964899999883
BSESN,2004-06-21,4738.620117,4790.930176,4731.720215,4770.649902,23800.0,-31.37011700000039
BSESN,2004-06-22,4735.859863000001,4767.350098,4717.779785,4732.950195,29200.0,-2.7602539999998044
BSESN,2004-06-23,4644.0,4752.470215,4635.169922,4742.799805,31400.0,-91.85986300000059
BSESN,2004-06-24,4708.549805,4717.740234000001,4613.939941,4656.810059,40400.0,64.54980499999965
BSESN,2004-06-25,4756.390136999999,4775.660156,4680.419922,4717.830078,39400.0,47.84033199999976
BSESN,2004-06-28,4837.600098,4844.720215,4772.870117,4784.580078,28600.0,81.20996100000048
BSESN,2004-06-29,4841.379883,4873.709961,4802.040039,4838.740234000001,34200.0,3.7797849999997197
BSESN,2004-06-30,4795.459961,4877.899902,4788.850098,4859.939941,35600.0,-45.91992200000004
BSESN,2004-07-01,4874.049805,4879.810059,4785.939941,4813.759765999999,33200.0,78.58984400000008
BSESN,2004-07-02,4870.580078,4895.47998,4813.160156,4842.459961,32000.0,-3.4697269999996934
BSESN,2004-07-05,4843.77002,4894.390136999999,4831.850098,4861.149902,24200.0,-26.810058000000026
BSESN,2004-07-06,4928.589844,4939.399902,4839.180176,4846.419922,29600.0,84.81982400000015
BSESN,2004-07-07,4955.970215,4987.049805,4912.220215,4919.540039,35000.0,27.380371000000196
BSESN,2004-07-08,4843.839844,5004.169922,4808.629883,4972.060059,47800.0,-112.1303710000002
BSESN,2004-07-09,4945.47998,4954.859863000001,4723.040039,4766.490234000001,23600.0,101.64013599999998
BSESN,2004-07-12,4944.540039,4967.919922,4917.379883,4949.419922,17000.0,-0.9399409999996351
BSESN,2004-07-13,4898.990234000001,4978.490234000001,4878.060059,4961.870117,16000.0,-45.54980499999965
BSESN,2004-07-14,4848.299805,4933.339844,4835.339844,4911.220215,24600.0,-50.69042900000113
BSESN,2004-07-15,4888.189941,4900.180176,4844.660156,4849.379883,26600.0,39.890135999999984
BSESN,2004-07-16,4951.169922,4961.319824,4874.459961,4894.399902,25800.0,62.97998100000041
BSESN,2004-07-19,4975.399902,5009.629883,4942.430176,4957.080078,21600.0,24.22998000000007
BSESN,2004-07-20,4957.879883,4982.040039,4936.600098,4974.52002,21800.0,-17.520019000000502
BSESN,2004-07-21,4993.759765999999,5041.189941,4951.549805,4973.879883,20200.0,35.87988299999961
BSESN,2004-07-22,5054.290039,5082.810059,5020.689941,5041.140136999999,37400.0,60.530273000001216
BSESN,2004-07-23,5073.339844,5086.029785,5034.200195,5073.100098,35000.0,19.04980499999965
BSESN,2004-07-26,5118.169922,5126.450195,5034.22998,5046.990234000001,28600.0,44.83007799999996
BSESN,2004-07-27,5075.879883,5155.629883,5068.620117,5130.859863000001,40800.0,-42.290039000000434
BSESN,2004-07-28,5070.290039,5104.660156,5045.459961,5087.660156,28000.0,-5.589843999999175
BSESN,2004-07-29,5120.450195,5133.799805,5051.490234000001,5082.609863000001,28800.0,50.160155999999915
BSESN,2004-07-30,5170.319824,5200.850098,5134.919922,5134.919922,28800.0,49.869628999999804
BSESN,2004-08-02,5202.529785,5210.919922,5167.290039,5193.25,22000.0,32.209960999999566
BSESN,2004-08-03,5194.629883,5242.149902,5181.990234000001,5213.549805,29400.0,-7.899902000000111
BSESN,2004-08-04,5169.069824,5201.560059,5145.220215,5189.879883,27200.0,-25.560058999999455
BSESN,2004-08-05,5252.779785,5257.319824,5178.609863000001,5178.609863000001,24000.0,83.70996099999957
BSESN,2004-08-06,5196.990234000001,5262.890136999999,5166.189941,5249.72998,30200.0,-55.78955099999894
BSESN,2004-08-09,5233.209961,5240.290039,5154.319824,5176.390136999999,26200.0,36.219726999998784
BSESN,2004-08-10,5252.049805,5266.990234000001,5214.990234000001,5248.459961,26000.0,18.839844000000085
BSESN,2004-08-11,5175.160156,5269.220215,5159.529785,5263.27002,28600.0,-76.88964899999974
BSESN,2004-08-12,5139.77002,5194.040039,5117.799805,5167.52002,27000.0,-35.390135999999984
BSESN,2004-08-13,5102.919922,5144.700195,5084.509765999999,5126.910156,93800.0,-36.85009799999989
